"region","year","week","percent_unweighted_ili","ilitotal","num_of_providers","total_patients","total_specimens","total_a","total_b","percent_positive"
"Alabama",2015,40,2.58875,272,28,10507,167,2,3,2.99
"Alabama",2015,41,2.48819,258,28,10369,167,2,1,1.8
"Alabama",2015,42,2.31635,251,29,10836,193,4,1,2.59
"Alabama",2015,43,2.19702,279,26,12699,164,3,4,4.27
"Alabama",2015,44,2.31715,313,28,13508,254,2,3,1.97
"Alabama",2015,45,2.20919,290,30,13127,250,3,3,2.4
"Alabama",2015,46,2.64504,305,30,11531,279,4,1,1.79
"Alabama",2015,47,3.50323,255,26,7279,271,0,3,1.11
"Alabama",2015,48,2.45363,295,27,12023,321,5,4,2.8
"Alabama",2015,49,2.76306,339,26,12269,277,3,1,1.44
"Alabama",2015,50,3.1391,334,25,10640,250,3,6,3.6
"Alabama",2015,51,3.28583,249,26,7578,257,2,1,1.17
"Alabama",2015,52,2.88941,220,23,7614,287,2,3,1.74
"Alabama",2016,1,2.77095,293,22,10574,262,3,2,1.91
"Alabama",2016,2,2.79062,350,27,12542,272,5,3,2.94
"Alabama",2016,3,3.24173,394,28,12154,289,5,4,3.11
"Alabama",2016,4,3.15247,416,27,13196,267,3,2,1.87
"Alabama",2016,5,3.24061,332,24,10245,252,4,2,2.38
"Alabama",2016,6,3.12853,332,27,10612,255,3,6,3.53
"Alabama",2016,7,3.89068,484,27,12440,296,18,3,7.09
"Alabama",2016,8,4.39855,509,23,11572,353,29,1,8.5
"Alabama",2016,9,5.47097,521,24,9523,321,44,2,14.33
"Alabama",2016,10,6.55058,632,24,9648,408,70,1,17.4
"Alabama",2016,11,4.98188,440,23,8832,390,34,4,9.74
"Alabama",2016,12,5.03734,398,22,7901,389,54,1,14.14
"Alabama",2016,13,5.4502,388,22,7119,408,28,2,7.35
"Alabama",2016,14,4.41285,360,23,8158,270,19,1,7.41
"Alabama",2016,15,3.62936,311,22,8569,272,10,1,4.04
"Alabama",2016,16,3.92021,340,22,8673,200,6,0,3
"Alabama",2016,17,3.10614,247,22,7952,182,2,0,1.1
"Alabama",2016,18,2.54817,201,24,7888,177,9,1,5.65
"Alabama",2016,19,2.51917,161,22,6391,153,3,0,1.96
"Alabama",2016,20,2.69975,173,22,6408,124,0,1,0.81
"Alabama",2016,21,2.23771,122,22,5452,122,0,0,0
"Alabama",2016,22,1.92926,84,19,4354,95,0,0,0
"Alabama",2016,23,1.64923,93,21,5639,67,0,0,0
"Alabama",2016,24,1.18132,63,21,5333,70,2,0,2.86
"Alabama",2016,25,1.23199,59,19,4789,74,0,1,1.35
"Alabama",2016,26,1.09025,54,20,4953,48,0,1,2.08
"Alabama",2016,27,1.08565,45,19,4145,56,0,0,0
"Alabama",2016,28,0.77436,36,18,4649,34,0,0,0
"Alabama",2016,29,1.212,59,17,4868,42,1,0,2.38
"Alabama",2016,30,0.659184,37,20,5613,52,0,0,0
"Alabama",2016,31,0.991988,52,18,5242,53,0,0,0
"Alabama",2016,32,1.55411,81,20,5212,55,0,0,0
"Alabama",2016,33,1.39542,86,20,6163,61,0,0,0
"Alabama",2016,34,1.38221,92,20,6656,39,0,0,0
"Alabama",2016,35,1.3963,89,20,6374,51,0,0,0
"Alabama",2016,36,1.32311,69,19,5215,81,0,0,0
"Alabama",2016,37,1.76768,105,19,5940,83,1,0,1.2
"Alabama",2016,38,1.8797,120,19,6384,77,1,0,1.3
"Alabama",2016,39,1.51172,100,19,6615,100,1,0,1
"Alabama",2016,40,2.22398,169,23,7599,406,4,1,1.23
"Alabama",2016,41,1.6809,124,24,7377,530,6,7,2.45
"Alabama",2016,42,1.99635,153,24,7664,503,3,5,1.59
"Alabama",2016,43,2.40322,185,24,7698,464,5,1,1.29
"Alabama",2016,44,2.70133,213,25,7885,591,15,8,3.89
"Alabama",2016,45,2.46088,195,25,7924,625,5,1,0.96
"Alabama",2016,46,2.81762,222,21,7879,678,15,9,3.54
"Alabama",2016,47,2.62077,134,23,5113,650,14,8,3.38
"Alabama",2016,48,2.69573,209,25,7753,714,20,9,4.06
"Alabama",2016,49,2.65332,212,25,7990,723,20,7,3.73
"Alabama",2016,50,3.84472,310,26,8063,801,31,8,4.87
"Alabama",2016,51,4.96494,347,25,6989,970,44,13,5.88
"Alabama",2016,52,5.47445,345,25,6302,989,65,16,8.19
"Alabama",2017,1,4.38736,275,24,6268,919,52,12,6.96
"Alabama",2017,2,4.11625,330,24,8017,845,67,16,9.82
"Alabama",2017,3,6.10548,470,24,7698,735,77,17,12.79
"Alabama",2017,4,5.26563,449,25,8527,766,79,18,12.66
"Alabama",2017,5,6.47647,538,24,8307,1033,118,27,14.04
"Alabama",2017,6,7.76346,705,24,9081,1219,143,47,15.59
"Alabama",2017,7,7.56183,691,25,9138,1279,167,77,19.08
"Alabama",2017,8,7.42094,650,25,8759,1226,151,93,19.9
"Alabama",2017,9,6.29416,490,24,7785,973,104,72,18.09
"Alabama",2017,10,6.59379,567,25,8599,983,91,63,15.67
"Alabama",2017,11,5.96548,477,24,7996,964,84,60,14.94
"Alabama",2017,12,6.78633,586,25,8635,1056,74,105,16.95
"Alabama",2017,13,5.18245,365,22,7043,770,47,72,15.45
"Alabama",2017,14,3.28208,222,24,6764,632,27,57,13.29
"Alabama",2017,15,2.89855,210,23,7245,480,16,46,12.92
"Alabama",2017,16,2.77162,200,23,7216,449,14,33,10.47
"Alabama",2017,17,2.05347,149,21,7256,400,10,23,8.25
"Alabama",2017,18,2.29982,164,23,7131,335,2,17,5.67
"Alabama",2017,19,2.32988,164,20,7039,366,8,23,8.47
"Alabama",2017,20,2.50634,168,22,6703,283,9,17,9.19
"Alabama",2017,21,2.03091,113,20,5564,320,10,13,7.19
"Alabama",2017,22,1.29626,62,19,4783,241,6,11,7.05
"Alabama",2017,23,1.0559,51,16,4830,219,2,1,1.37
"Alabama",2017,24,0.830171,35,14,4216,156,3,1,2.56
"Alabama",2017,25,1.1051,47,15,4253,146,2,4,4.11
"Alabama",2017,26,0.877588,39,14,4444,144,2,2,2.78
"Alabama",2017,27,0.934016,31,14,3319,198,1,3,2.02
"Alabama",2017,28,0.955483,44,13,4605,167,0,4,2.4
"Alabama",2017,29,0.687916,30,12,4361,162,3,2,3.09
"Alabama",2017,30,0.625698,28,14,4475,124,0,2,1.61
"Alabama",2017,31,0.608918,31,15,5091,155,0,1,0.65
"Alabama",2017,32,0.802016,35,14,4364,163,2,2,2.45
"Alabama",2017,33,1.34966,54,12,4001,172,0,3,1.74
"Alabama",2017,34,1.716,80,13,4662,293,1,3,1.37
"Alabama",2017,35,1.54497,73,11,4725,311,3,4,2.25
"Alabama",2017,36,1.71125,87,16,5084,293,3,7,3.41
"Alabama",2017,37,1.74159,74,14,4249,338,3,5,2.37
"Alabama",2017,38,1.60263,83,17,5179,353,2,12,3.97
"Alabama",2017,39,1.73927,107,16,6152,399,1,12,3.26
"Alabama",2017,40,1.80637,698,81,38641,434,4,25,6.68
"Alabama",2017,41,1.88136,738,82,39227,449,7,24,6.9
"Alabama",2017,42,1.8734,710,81,37899,472,11,13,5.08
"Alabama",2017,43,2.12902,799,82,37529,476,9,18,5.67
"Alabama",2017,44,2.50345,979,83,39106,563,5,25,5.33
"Alabama",2017,45,2.43557,964,81,39580,573,9,23,5.58
"Alabama",2017,46,2.79799,1100,83,39314,671,11,31,6.26
"Alabama",2017,47,2.86595,967,81,33741,517,11,22,6.38
"Alabama",2017,48,3.03171,1239,81,40868,779,20,21,5.26
"Alabama",2017,49,3.67825,1274,83,34636,728,21,16,5.08
"Alabama",2017,50,4.79861,1737,82,36198,947,95,28,12.99
"Alabama",2017,51,7.92351,3116,81,39326,1435,292,39,23.07
"Alabama",2017,52,9.37001,3583,84,38239,1524,312,43,23.29
"Alabama",2018,1,9.66666,3738,83,38669,1636,388,50,26.77
"Alabama",2018,2,11.4042,4829,84,42344,2115,607,79,32.43
"Alabama",2018,3,13.5716,5145,84,37910,1981,525,95,31.3
"Alabama",2018,4,12.0872,5135,86,42483,1998,412,99,25.58
"Alabama",2018,5,12.6159,5278,84,41836,1923,353,111,24.13
"Alabama",2018,6,12.053,5100,85,42313,2017,306,179,24.05
"Alabama",2018,7,6.62759,2827,84,42655,1632,162,131,17.95
"Alabama",2018,8,5.78059,2172,86,37574,1103,61,79,12.69
"Alabama",2018,9,3.50826,1212,85,34547,828,34,46,9.66
"Alabama",2018,10,2.96734,1034,84,34846,675,10,22,4.74
"Alabama",2018,11,2.70054,945,84,34993,663,11,32,6.49
"Alabama",2018,12,2.42328,837,82,34540,515,10,26,6.99
"Alabama",2018,13,2.10502,738,81,35059,485,5,13,3.71
"Alabama",2018,14,1.85876,693,80,37283,457,7,11,3.94
"Alabama",2018,15,1.67309,634,81,37894,382,10,10,5.24
"Alabama",2018,16,1.59241,604,80,37930,361,1,7,2.22
"Alabama",2018,17,1.44857,532,77,36726,329,2,5,2.13
"Alabama",2018,18,1.35947,509,78,37441,302,2,6,2.65
"Alabama",2018,19,1.20346,448,74,37226,265,1,1,0.75
"Alabama",2018,20,1.13941,417,76,36598,243,0,0,0
"Alabama",2018,21,1.05784,357,73,33748,248,0,0,0
"Alabama",2018,22,1.10354,384,72,34797,207,0,0,0
"Alabama",2018,23,0.790724,283,74,35790,167,2,0,1.2
"Alabama",2018,24,0.790179,280,76,35435,157,0,0,0
"Alabama",2018,25,0.677789,182,76,26852,139,0,0,0
"Alabama",2018,26,0.666144,221,75,33176,140,1,0,0.71
"Alabama",2018,27,0.735666,247,74,33575,130,0,0,0
"Alabama",2018,28,0.614799,226,76,36760,131,0,0,0
"Alabama",2018,29,0.630088,226,74,35868,42,0,0,0
"Alabama",2018,30,0.63202,211,73,33385,101,0,0,0
"Alabama",2018,31,0.663122,227,71,34232,96,0,0,0
"Alabama",2018,32,0.655738,226,73,34465,119,1,0,0.84
"Alabama",2018,33,0.899956,326,72,36224,125,0,0,0
"Alabama",2018,34,1.3137,512,76,38974,264,2,0,0.76
"Alabama",2018,35,1.27224,497,76,39065,261,5,3,3.07
"Alabama",2018,36,1.44664,565,76,39056,276,1,0,0.36
"Alabama",2018,37,1.42846,565,75,39553,321,2,1,0.93
"Alabama",2018,38,1.59681,605,74,37888,346,4,0,1.16
"Alabama",2018,39,1.52419,544,69,35691,333,2,1,0.9
"Alabama",2018,40,1.62895,640,79,39289,455,2,2,0.88
"Alabama",2018,41,1.72025,633,79,36797,467,5,2,1.5
"Alabama",2018,42,1.82969,656,79,35853,569,6,1,1.23
"Alabama",2018,43,2.24404,857,80,38190,451,6,4,2.22
"Alabama",2018,44,2.39048,914,80,38235,535,5,1,1.12
"Alabama",2018,45,2.76071,1083,81,39229,583,6,3,1.54
"Alabama",2018,46,2.96346,1111,80,37490,588,7,4,1.87
"Alabama",2018,47,3.05731,1084,80,35456,520,7,1,1.54
"Alabama",2018,48,3.06889,1263,81,41155,570,5,1,1.05
"Alabama",2018,49,2.97551,1152,82,38716,682,28,2,4.4
"Alabama",2018,50,3.66897,1420,82,38703,844,117,1,13.98
"Alabama",2018,51,4.11336,1585,81,38533,931,212,2,22.99
"Alabama",2018,52,5.18938,1977,81,38097,885,135,1,15.37
"Alabama",2019,1,4.25721,1724,81,40496,920,108,7,12.5
"Alabama",2019,2,3.38062,1363,81,40318,600,56,1,9.5
"Alabama",2019,3,4.30332,1711,81,39760,644,30,7,5.75
"Alabama",2019,4,5.50477,2168,81,39384,603,67,5,11.94
"Alabama",2019,5,7.93121,3376,81,42566,924,145,9,16.67
"Alabama",2019,6,8.72677,3780,81,43315,1069,222,5,21.23
"Alabama",2019,7,8.93048,3679,81,41196,1073,204,6,19.57
"Alabama",2019,8,7.26441,2907,82,40017,823,163,9,20.9
"Alabama",2019,9,5.88363,2168,80,36848,931,154,10,17.62
"Alabama",2019,10,5.00055,1824,80,36476,848,125,8,15.68
"Alabama",2019,11,4.70024,1862,83,39615,861,101,5,12.31
"Alabama",2019,12,3.63049,1247,76,34348,729,46,4,6.86
"Alabama",2019,13,3.12344,1064,78,34065,688,59,5,9.3
"Alabama",2019,14,2.55667,952,80,37236,613,33,0,5.38
"Alabama",2019,15,2.11858,814,82,38422,497,8,2,2.01
"Alabama",2019,16,1.93152,757,82,39192,427,8,3,2.58
"Alabama",2019,17,2.13354,857,79,40168,445,10,0,2.25
"Alabama",2019,18,2.00321,812,78,40535,315,5,1,1.9
"Alabama",2019,19,1.79369,747,79,41646,368,4,5,2.45
"Alabama",2019,20,1.62678,656,79,40325,354,1,3,1.13
"Alabama",2019,21,1.54696,622,79,40208,307,1,1,0.65
"Alabama",2019,22,1.37628,549,76,39890,255,1,4,1.96
"Alabama",2019,23,1.18038,472,78,39987,267,5,1,2.25
"Alabama",2019,24,1.01858,386,76,37896,220,2,1,1.36
"Alabama",2019,25,1.00722,364,76,36139,211,0,3,1.42
"Alabama",2019,26,0.807947,292,74,36141,266,2,3,1.88
"Alabama",2019,27,0.694119,237,72,34144,234,1,1,0.85
"Alabama",2019,28,0.717621,272,72,37903,272,5,2,2.57
"Alabama",2019,29,0.78857,287,72,36395,72,0,2,2.78
"Alabama",2019,30,0.806363,292,74,36212,78,2,1,3.85
"Alabama",2019,31,0.873338,316,74,36183,196,1,3,2.04
"Alabama",2019,32,0.763401,279,72,36547,182,2,6,4.4
"Alabama",2019,33,1.06962,411,73,38425,233,1,11,5.15
"Alabama",2019,34,1.40931,530,73,37607,335,0,27,8.06
"Alabama",2019,35,1.59424,609,73,38200,395,0,41,10.38
"Alabama",2019,36,1.81117,690,70,38097,505,0,49,9.7
"Alabama",2019,37,1.80076,688,73,38206,467,3,31,7.28
"Alabama",2019,38,1.66527,616,70,36991,493,0,18,3.65
"Alabama",2019,39,1.91817,699,70,36441,530,2,23,4.72
"Alabama",2019,40,1.97633,937,100,47411,512,2,13,2.93
"Alabama",2019,41,1.8918,862,96,45565,498,4,13,3.41
"Alabama",2019,42,2.20263,947,96,42994,527,1,5,1.14
"Alabama",2019,43,2.35066,1066,95,45349,529,0,16,3.02
"Alabama",2019,44,2.64992,1209,97,45624,524,3,18,4.01
"Alabama",2019,45,3.3596,1603,98,47714,635,4,15,2.99
"Alabama",2019,46,3.65487,1724,97,47170,739,5,26,4.19
"Alabama",2019,47,4.66176,2332,94,50024,868,15,70,9.79
"Alabama",2019,48,4.70394,2048,98,43538,849,28,74,12.01
"Alabama",2019,49,5.05257,2441,96,48312,979,23,81,10.62
"Alabama",2019,50,5.58684,2728,97,48829,985,48,74,12.39
"Alabama",2019,51,7.0398,3401,99,48311,1083,96,94,17.54
"Alabama",2019,52,8.72661,4240,99,48587,1137,105,119,19.7
"Alabama",2020,1,7.25851,3573,98,49225,1049,102,79,17.25
"Alabama",2020,2,5.37005,2504,98,46629,887,71,44,12.97
"Alabama",2020,3,5.64155,2657,96,47097,834,86,36,14.63
"Alabama",2020,4,6.66214,3140,97,47132,891,105,40,16.27
"Alabama",2020,5,9.02719,4688,99,51932,1106,165,42,18.72
"Alabama",2020,6,9.17458,4785,100,52155,1212,199,42,19.88
"Alabama",2020,7,7.54011,3750,100,49734,1121,150,35,16.5
"Alabama",2020,8,9.73203,1075,38,11046,984,103,29,13.41
"Alabama",2020,9,6.04229,2849,100,47151,753,72,19,12.08
"Alabama",2020,10,6.32549,3090,97,48850,969,86,17,10.63
"Alabama",2020,11,6.10561,2968,97,48611,1062,69,26,8.95
"Alabama",2020,12,6.64586,2427,94,36519,1063,27,16,4.05
"Alabama",2020,13,4.64715,1319,93,28383,796,8,5,1.63
"Alabama",2020,14,3.23893,772,93,23835,548,1,2,0.55
"Alabama",2020,15,2.30453,532,92,23085,479,1,1,0.42
"Alabama",2020,16,2.0676,460,92,22248,407,0,1,0.25
"Alabama",2020,17,1.48028,346,92,23374,356,1,0,0.28
"Alabama",2020,18,1.25794,313,89,24882,322,0,0,0
"Alabama",2020,19,1.05062,291,89,27698,276,0,0,0
"Alabama",2020,20,1.10442,323,91,29246,247,0,0,0
"Alabama",2020,21,1.03377,322,93,31148,217,0,1,0.46
"Alabama",2020,22,0.884105,276,92,31218,201,0,0,0
"Alabama",2020,23,0.880324,296,93,33624,212,0,3,1.42
"Alabama",2020,24,0.889157,309,92,34752,182,0,0,0
"Alabama",2020,25,0.960212,355,92,36971,165,0,0,0
"Alabama",2020,26,1.07146,393,92,36679,146,0,0,0
"Alabama",2020,27,1.32833,485,92,36512,211,0,0,0
"Alabama",2020,28,1.61092,654,92,40598,190,0,1,0.53
"Alabama",2020,29,1.59051,614,92,38604,187,0,0,0
"Alabama",2020,30,1.22651,470,92,38320,205,0,0,0
"Alabama",2020,31,1.15372,435,92,37704,117,0,0,0
"Alabama",2020,32,1.00162,377,92,37639,153,0,0,0
"Alabama",2020,33,0.927704,343,92,36973,130,0,0,0
"Alabama",2020,34,0.93915,338,92,35990,162,0,0,0
"Alabama",2020,35,0.93497,336,92,35937,161,0,0,0
"Alabama",2020,36,1.04627,372,92,35555,105,0,0,0
"Alabama",2020,37,0.994187,366,92,36814,81,0,0,0
"Alabama",2020,38,0.986942,359,91,36375,94,0,1,1.06
"Alabama",2020,39,1.05884,397,92,37494,106,0,0,0
"Alabama",2020,40,1.11126,408,91,36715,133,0,0,0
"Alabama",2020,41,1.13246,435,91,38412,158,0,0,0
"Alabama",2020,42,1.21625,464,91,38150,166,3,1,2.41
"Alabama",2020,43,1.29847,500,91,38507,211,0,0,0
"Alabama",2020,44,1.09974,404,91,36736,200,0,0,0
"Alabama",2020,45,1.34503,535,91,39776,223,2,0,0.9
"Alabama",2020,46,1.17685,507,91,43081,316,0,0,0
"Alabama",2020,47,1.368,573,90,41886,271,2,1,1.11
"Alabama",2020,48,1.40949,515,88,36538,210,0,0,0
"Alabama",2020,49,1.44176,603,90,41824,279,1,1,0.72
"Alabama",2020,50,1.52792,638,90,41756,381,3,5,2.1
"Alabama",2020,51,1.46654,592,89,40367,357,0,2,0.56
"Alabama",2020,52,1.53283,532,89,34707,267,1,1,0.75
"Alabama",2020,53,1.65359,664,90,40155,405,1,3,0.99
"Alabama",2021,1,1.48634,616,90,41444,501,2,3,1
"Alabama",2021,2,1.30685,502,90,38413,404,4,4,1.98
"Alabama",2021,3,1.11555,438,90,39263,441,1,7,1.81
"Alabama",2021,4,1.31458,515,88,39176,359,1,1,0.56
"Alabama",2021,5,1.37337,521,90,37936,287,1,0,0.35
"Alabama",2021,6,1.27459,482,90,37816,321,1,2,0.93
"Alabama",2021,7,0.948261,320,88,33746,238,0,0,0
"Alabama",2021,8,1.0061,391,90,38863,268,0,0,0
"Alabama",2021,9,0.922419,341,90,36968,240,2,0,0.83
"Alabama",2021,10,0.991837,373,89,37607,225,3,0,1.33
"Alabama",2021,11,0.977696,352,90,36003,225,0,0,0
"Alabama",2021,12,1.01133,382,89,37772,214,1,3,1.87
"Alabama",2021,13,0.86463,326,89,37704,217,2,0,0.92
"Alabama",2021,14,1.09112,439,89,40234,213,2,1,1.41
"Alabama",2021,15,1.14724,464,88,40445,252,1,0,0.4
"Alabama",2021,16,1.2795,534,90,41735,233,1,0,0.43
"Alabama",2021,17,1.42807,612,90,42855,206,1,0,0.49
"Alabama",2021,18,1.60701,673,90,41879,222,0,0,0
"Alabama",2021,19,1.66154,692,90,41648,213,2,0,0.94
"Alabama",2021,20,1.51433,640,89,42263,246,1,0,0.41
"Alabama",2021,21,1.45723,587,90,40282,242,0,1,0.41
"Alabama",2021,22,1.40336,540,90,38479,256,1,0,0.39
"Alabama",2021,23,1.27709,498,90,38995,251,0,0,0
"Alabama",2021,24,1.04312,412,89,39497,242,1,0,0.41
"Alabama",2021,25,1.11769,432,89,38651,201,1,0,0.5
"Alabama",2021,26,1.17794,452,89,38372,187,0,0,0
"Alabama",2021,27,1.1695,460,89,39333,203,0,0,0
"Alabama",2021,28,1.38504,555,89,40071,218,1,0,0.46
"Alabama",2021,29,1.64167,694,89,42274,200,0,0,0
"Alabama",2021,30,1.66756,778,89,46655,319,0,1,0.31
"Alabama",2021,31,1.9494,917,89,47040,98,0,0,0
"Alabama",2021,32,1.90421,928,88,48734,238,0,0,0
"Alabama",2021,33,2.16364,1058,89,48899,257,0,0,0
"Alabama",2021,34,2.64229,1324,88,50108,320,0,0,0
"Alabama",2021,35,2.38914,1112,89,46544,262,0,0,0
"Alabama",2021,36,2.15564,967,89,44859,81,0,0,0
"Alabama",2021,37,1.65406,704,89,42562,198,0,0,0
"Alabama",2021,38,1.63054,659,88,40416,165,0,0,0
"Alabama",2021,39,1.72235,699,89,40584,199,0,0,0
"Alabama",2021,40,1.62149,761,101,46932,142,0,0,0
"Alabama",2021,41,1.55099,743,103,47905,531,0,0,0
"Alabama",2021,42,1.62996,772,104,47363,173,0,0,0
"Alabama",2021,43,1.73294,767,92,44260,291,1,1,0.69
"Alabama",2021,44,1.8795,856,95,45544,490,2,1,0.61
"Alabama",2021,45,2.28316,985,93,43142,568,0,0,0
"Alabama",2021,46,2.47616,1184,97,47816,754,1,1,0.27
"Alabama",2021,47,2.54058,1011,90,39794,692,1,0,0.14
"Alabama",2021,48,2.4477,1321,105,53969,1045,3,0,0.29
"Alabama",2021,49,2.93129,1518,105,51786,675,7,0,1.04
"Alabama",2021,50,3.24416,1671,105,51508,613,4,1,0.82
"Alabama",2021,51,3.98089,2033,104,51069,723,5,0,0.69
"Alabama",2021,52,5.45518,3445,106,63151,2649,6,0,0.23
"Alabama",2022,1,4.49776,2709,102,60230,435,1,0,0.23
"Alabama",2022,2,4.10164,2410,103,58757,408,1,0,0.25
"Alabama",2022,3,3.41391,1795,105,52579,380,1,0,0.26
"Alabama",2022,4,2.50952,1213,103,48336,335,1,0,0.3
"Alabama",2022,5,2.00159,756,96,37770,305,0,0,0
"Alabama",2022,6,1.54217,684,102,44353,322,0,0,0
"Alabama",2022,7,1.57621,706,105,44791,438,5,0,1.14
"Alabama",2022,8,1.43003,646,104,45174,885,2,0,0.23
"Alabama",2022,9,1.40175,610,103,43517,368,5,0,1.36
"Alabama",2022,10,1.49013,656,105,44023,487,9,1,2.05
"Alabama",2022,11,1.35823,606,104,44617,387,9,1,2.58
"Alabama",2022,12,1.49064,644,103,43203,547,4,0,0.73
"Alabama",2022,13,1.28153,572,101,44634,676,7,0,1.04
"Alabama",2022,14,1.20118,541,100,45039,411,9,0,2.19
"Alabama",2022,15,1.43505,646,104,45016,246,10,0,4.07
"Alabama",2022,16,1.54894,707,104,45644,327,11,1,3.67
"Alabama",2022,17,1.46884,704,104,47929,245,3,0,1.22
"Alabama",2022,18,1.54013,739,104,47983,322,8,0,2.48
"Alabama",2022,19,1.56359,762,105,48734,282,6,0,2.13
"Alabama",2022,20,1.42276,703,105,49411,248,6,0,2.42
"Alabama",2022,21,1.4815,719,105,48532,298,15,0,5.03
"Alabama",2022,22,1.39517,642,93,46016,277,16,1,6.14
"Alabama",2022,23,1.30708,650,104,49729,265,6,0,2.26
"Alabama",2022,24,1.39994,704,107,50288,299,5,0,1.67
"Alabama",2022,25,1.50326,743,105,49426,271,1,0,0.37
"Alabama",2022,26,1.59725,795,106,49773,501,0,0,0
"Alabama",2022,27,1.7191,876,105,50957,349,4,0,1.15
"Alabama",2022,28,1.77548,861,100,48494,501,3,0,0.6
"Alabama",2022,29,1.47034,789,102,53661,366,1,0,0.27
"Alabama",2022,30,1.52364,827,102,54278,334,0,1,0.3
"Alabama",2022,31,1.39767,774,104,55378,268,1,0,0.37
"Alabama",2022,32,1.4935,790,102,52896,306,0,0,0
"Alabama",2022,33,1.69216,979,104,57855,319,0,0,0
"Alabama",2022,34,2.21621,1277,104,57621,376,2,0,0.53
"Alabama",2022,35,2.05748,1207,104,58664,415,3,0,0.72
"Alabama",2022,36,2.03738,1139,104,55905,320,10,0,3.13
"Alabama",2022,37,1.79099,1055,106,58906,408,9,0,2.21
"Alabama",2022,38,1.9431,1142,106,58772,316,8,0,2.53
"Alabama",2022,39,2.38387,1302,96,54617,367,18,0,4.9
"Alabama",2022,40,3.04534,1436,105,47154,283,39,0,13.78
"Alabama",2022,41,4.09508,2324,108,56751,392,90,0,22.96
"Alabama",2022,42,5.4292,2831,105,52144,491,139,0,28.31
"Alabama",2022,43,10.2737,5912,107,57545,827,291,0,35.19
"Alabama",2022,44,11.5412,6688,106,57949,831,222,0,26.71
"Alabama",2022,45,8.55034,4298,108,50267,682,148,0,21.7
"Alabama",2022,46,6.9431,3369,108,48523,484,89,1,18.6
"Alabama",2022,47,7.48371,3400,104,45432,394,82,0,20.81
"Alabama",2022,48,6.18675,3240,108,52370,503,61,0,12.13
"Alabama",2022,49,4.65066,2343,107,50380,414,26,1,6.52
"Alabama",2022,50,4.16466,1902,107,45670,500,13,0,2.6
"Alabama",2022,51,3.98366,1707,104,42850,474,10,0,2.11
"Alabama",2022,52,4.22199,1946,105,46092,495,20,0,4.04
"Alabama",2023,1,3.41889,1681,103,49168,420,15,0,3.57
"Alabama",2023,2,2.64606,1250,106,47240,438,9,0,2.05
"Alabama",2023,3,2.43721,1147,103,47062,407,11,1,2.95
"Alabama",2023,4,2.92505,1334,101,45606,476,12,0,2.52
"Alabama",2023,5,2.7485,1335,106,48572,452,4,0,0.88
"Alabama",2023,6,2.69995,1350,106,50001,420,7,0,1.67
"Alabama",2023,7,2.57543,1253,107,48652,391,6,1,1.79
"Alabama",2023,8,2.32132,1128,105,48593,435,2,0,0.46
"Alabama",2023,9,1.96316,841,105,42839,305,1,0,0.33
"Alabama",2023,10,1.88344,891,105,47307,264,1,0,0.38
"Alabama",2023,11,1.89721,873,105,46015,246,1,0,0.41
"Alabama",2023,12,1.88851,894,104,47339,336,4,1,1.49
"Alabama",2023,13,1.68047,783,106,46594,307,5,1,1.95
"Alabama",2023,14,1.51119,706,106,46718,233,1,0,0.43
"Alabama",2023,15,1.60424,750,104,46751,252,1,0,0.4
"Alabama",2023,16,1.62293,770,104,47445,269,0,0,0
"Alabama",2023,17,1.66402,795,104,47776,293,0,0,0
"Alabama",2023,18,1.77523,789,104,44445,302,1,0,0.33
"Alabama",2023,19,1.62275,744,104,45848,288,0,0,0
"Alabama",2023,20,1.54993,736,104,47486,231,0,2,0.87
"Alabama",2023,21,1.43912,622,103,43221,263,1,1,0.76
"Alabama",2023,22,1.5171,684,105,45086,243,0,1,0.41
"Alabama",2023,23,1.25688,573,105,45589,274,0,3,1.09
"Alabama",2023,24,1.2226,551,104,45068,229,0,0,0
"Alabama",2023,25,0.945887,412,100,43557,175,0,0,0
"Alabama",2023,26,0.889341,411,103,46214,213,0,0,0
"Alabama",2023,27,0.955751,424,103,44363,197,1,0,0.51
"Alabama",2023,28,1.03954,489,104,47040,226,1,0,0.44
"Alabama",2023,29,0.982428,459,105,46721,230,1,0,0.43
"Alabama",2023,30,1.12971,509,103,45056,234,0,1,0.43
"Alabama",2023,31,1.204,566,103,47010,234,3,1,1.71
"Alabama",2023,32,1.54112,730,103,47368,273,2,0,0.73
"Alabama",2023,33,2.0193,1059,106,52444,346,2,1,0.87
"Alabama",2023,34,2.88104,1588,105,55119,420,0,0,0
"Alabama",2023,35,2.91864,1531,105,52456,402,1,0,0.25
"Alabama",2023,36,2.66942,1342,104,50273,384,3,0,0.78
"Alabama",2023,37,2.45425,1097,104,44698,269,1,0,0.37
"Alabama",2023,38,2.2965,1023,106,44546,192,1,0,0.52
"Alabama",2023,39,2.27381,1006,105,44243,277,0,3,1.08
"Alabama",2023,40,2.386,1024,106,42917,359,7,2,2.51
"Alabama",2023,41,2.46835,1045,108,42336,365,5,2,1.92
"Alabama",2023,42,2.80341,1121,101,39987,360,9,5,3.89
"Alabama",2023,43,3.16711,1368,108,43194,399,7,6,3.26
"Alabama",2023,44,3.65208,1517,106,41538,440,28,23,11.59
"Alabama",2023,45,4.93639,2231,107,45195,549,38,62,18.21
